Date,Month,Building,Building_Type,Occupancy,Heater_Use,AC_Use,Units_kWh,Peak_Load_kW
21/12/2025,12,Central Labs,Facility,90,0,0,189,26.53
21/12/2025,12,Street Lighting,Facility,0,0,0,308,40.23
21/12/2025,12,Sports Complex,Facility,60,0,0,181,25.05
22/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,208,39.87
22/12/2025,12,Ravi Girls,Hostel,20,0,0,165,31.18
22/12/2025,12,Satluj,Hostel,35,1,0,300.5,41.86
22/12/2025,12,Chenab,Hostel,35,0,0,178.5,20.83
22/12/2025,12,beas,Hostel,30,0,0,142,14.84
22/12/2025,12,T6 PhD,Hostel,200,0,0,406,46.87
22/12/2025,12,Faculty Quarters,Residential,100,0,0,197,32.25
22/12/2025,12,CS Department,Academic,36,0,1,202.4,36.26
22/12/2025,12,Electrical Department,Academic,33,0,1,206.7,38.18
22/12/2025,12,Mechanical Department,Academic,39,0,1,186.1,29.03
22/12/2025,12,AI Center,Academic,24,0,1,165.6,20.34
22/12/2025,12,Central Library,Academic,45,0,1,182.5,35.84
22/12/2025,12,Admin Block,Academic,21,0,1,184.9,22.35
22/12/2025,12,Central Mess,Facility,100,0,0,500,51.17
22/12/2025,12,Central Labs,Facility,90,0,0,186,27.67
22/12/2025,12,Street Lighting,Facility,0,0,0,336,65.72
22/12/2025,12,Sports Complex,Facility,60,0,0,170,24.55
23/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,173,34.32
23/12/2025,12,Ravi Girls,Hostel,20,0,0,172,19.81
23/12/2025,12,Satluj,Hostel,35,1,0,296.5,39.74
23/12/2025,12,Chenab,Hostel,35,0,0,181.5,26.82
23/12/2025,12,beas,Hostel,30,0,0,183,32.24
23/12/2025,12,T6 PhD,Hostel,200,0,0,362,47.14
23/12/2025,12,Faculty Quarters,Residential,100,0,0,200,26.85
23/12/2025,12,CS Department,Academic,36,0,1,182.4,28.41
23/12/2025,12,Electrical Department,Academic,33,0,1,196.7,31.14
23/12/2025,12,Mechanical Department,Academic,39,0,1,187.1,30.43
23/12/2025,12,AI Center,Academic,24,0,1,177.6,30.81
23/12/2025,12,Central Library,Academic,45,0,1,201.5,31.62
23/12/2025,12,Admin Block,Academic,21,0,1,194.9,33.73
23/12/2025,12,Central Mess,Facility,100,0,0,454,66.99
23/12/2025,12,Central Labs,Facility,90,0,0,190,21.52
23/12/2025,12,Street Lighting,Facility,0,0,0,333,57.35
23/12/2025,12,Sports Complex,Facility,60,0,0,159,16.5
24/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,203,22.83
24/12/2025,12,Ravi Girls,Hostel,20,0,0,145,21.27
24/12/2025,12,Satluj,Hostel,35,1,0,270.5,31.07
24/12/2025,12,Chenab,Hostel,35,0,0,192.5,21.05
24/12/2025,12,beas,Hostel,30,0,0,144,22.88
24/12/2025,12,T6 PhD,Hostel,200,0,0,397,60.44
24/12/2025,12,Faculty Quarters,Residential,100,0,0,202,28.01
24/12/2025,12,CS Department,Academic,36,0,1,188.4,35.15
24/12/2025,12,Electrical Department,Academic,33,0,1,186.7,26.95
24/12/2025,12,Mechanical Department,Academic,39,0,1,178.1,32.18
24/12/2025,12,AI Center,Academic,24,0,1,169.6,17.97
24/12/2025,12,Central Library,Academic,45,0,1,196.5,36.29
24/12/2025,12,Admin Block,Academic,21,0,1,176.9,23.21
24/12/2025,12,Central Mess,Facility,100,0,0,518,78.24
24/12/2025,12,Central Labs,Facility,90,0,0,202,35.03
24/12/2025,12,Street Lighting,Facility,0,0,0,321,54.18
24/12/2025,12,Sports Complex,Facility,60,0,0,157,17.81
25/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,180,32.76
25/12/2025,12,Ravi Girls,Hostel,20,0,0,160,19.37
25/12/2025,12,Satluj,Hostel,35,0,0,191.5,38.12
25/12/2025,12,Chenab,Hostel,35,1,0,290.5,53.12
25/12/2025,12,beas,Hostel,30,0,0,145,15.14
25/12/2025,12,T6 PhD,Hostel,200,0,0,396,68.92
25/12/2025,12,Faculty Quarters,Residential,100,0,0,219,42.42
25/12/2025,12,CS Department,Academic,36,0,1,180.4,31.86
25/12/2025,12,Electrical Department,Academic,33,0,1,170.7,18.85
25/12/2025,12,Mechanical Department,Academic,39,0,1,208.1,22.43
25/12/2025,12,AI Center,Academic,24,0,1,190.6,19.53
25/12/2025,12,Central Library,Academic,45,0,1,187.5,20.83
25/12/2025,12,Admin Block,Academic,21,0,1,189.9,20.36
25/12/2025,12,Central Mess,Facility,100,0,0,465,78.2
25/12/2025,12,Central Labs,Facility,90,0,0,205,36.79
25/12/2025,12,Street Lighting,Facility,0,0,0,301,32.29
25/12/2025,12,Sports Complex,Facility,60,0,0,178,21.94
26/12/2025,12,Brahmaputra Girls,Hostel,50,1,0,292,37.74
26/12/2025,12,Ravi Girls,Hostel,20,1,0,272,27.8
26/12/2025,12,Satluj,Hostel,35,0,0,183.5,22.5
26/12/2025,12,Chenab,Hostel,35,0,0,157.5,25.26
26/12/2025,12,beas,Hostel,30,0,0,163,18.3
26/12/2025,12,T6 PhD,Hostel,200,0,0,382,71.32
26/12/2025,12,Faculty Quarters,Residential,100,0,0,215,34.93
26/12/2025,12,CS Department,Academic,36,0,1,203.4,31.04
26/12/2025,12,Electrical Department,Academic,33,0,1,192.7,24.86
26/12/2025,12,Mechanical Department,Academic,39,0,1,178.1,20.35
26/12/2025,12,AI Center,Academic,24,0,1,178.6,25.03
26/12/2025,12,Central Library,Academic,45,0,1,213.5,24.21
26/12/2025,12,Admin Block,Academic,21,0,1,168.9,21.48
26/12/2025,12,Central Mess,Facility,100,0,0,506,50.61
26/12/2025,12,Central Labs,Facility,90,0,0,197,33.79
26/12/2025,12,Street Lighting,Facility,0,0,0,316,33.58
26/12/2025,12,Sports Complex,Facility,60,0,0,153,19.08
27/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,193,37.27
27/12/2025,12,Ravi Girls,Hostel,20,0,0,168,21.34
27/12/2025,12,Satluj,Hostel,35,0,0,188.5,29.63
27/12/2025,12,Chenab,Hostel,35,0,0,157.5,22.4
27/12/2025,12,beas,Hostel,30,0,0,150,25.13
27/12/2025,12,T6 PhD,Hostel,200,1,0,502,74.99
27/12/2025,12,Faculty Quarters,Residential,100,0,0,206,37.99
27/12/2025,12,CS Department,Academic,36,0,1,194.4,24.38
27/12/2025,12,Electrical Department,Academic,33,0,1,205.7,40.44
27/12/2025,12,Mechanical Department,Academic,39,0,1,191.1,32.03
27/12/2025,12,AI Center,Academic,24,0,1,169.6,18.75
27/12/2025,12,Central Library,Academic,45,0,1,191.5,38.29
27/12/2025,12,Admin Block,Academic,21,0,1,196.9,29.54
27/12/2025,12,Central Mess,Facility,100,0,0,496,55.1
27/12/2025,12,Central Labs,Facility,90,0,0,206,28.22
27/12/2025,12,Street Lighting,Facility,0,0,0,340,40.32
27/12/2025,12,Sports Complex,Facility,60,0,0,183,33.86
28/12/2025,12,Brahmaputra Girls,Hostel,50,1,0,293,54.78
28/12/2025,12,Ravi Girls,Hostel,20,0,0,147,17.87
28/12/2025,12,Satluj,Hostel,35,0,0,189.5,19.63
28/12/2025,12,Chenab,Hostel,35,0,0,152.5,25.19
28/12/2025,12,beas,Hostel,30,0,0,166,32.78
28/12/2025,12,T6 PhD,Hostel,200,1,0,507,86.86
28/12/2025,12,Faculty Quarters,Residential,100,0,0,215,23.33
28/12/2025,12,CS Department,Academic,36,0,1,184.4,19.51
28/12/2025,12,Electrical Department,Academic,33,0,1,178.7,27.59
28/12/2025,12,Mechanical Department,Academic,39,0,1,184.1,18.68
28/12/2025,12,AI Center,Academic,24,0,1,184.6,33.93
28/12/2025,12,Central Library,Academic,45,0,1,193.5,27.35
28/12/2025,12,Admin Block,Academic,21,0,1,195.9,29.99
28/12/2025,12,Central Mess,Facility,100,0,0,473,81.59
28/12/2025,12,Central Labs,Facility,90,0,0,197,33.05
28/12/2025,12,Street Lighting,Facility,0,0,0,327,41.44
28/12/2025,12,Sports Complex,Facility,60,0,0,175,34.58
29/12/2025,12,Brahmaputra Girls,Hostel,50,1,0,326,57.71
29/12/2025,12,Ravi Girls,Hostel,20,0,0,159,18.79
29/12/2025,12,Satluj,Hostel,35,0,0,176.5,22.83
29/12/2025,12,Chenab,Hostel,35,0,0,151.5,20.42
29/12/2025,12,beas,Hostel,30,0,0,154,24.15
29/12/2025,12,T6 PhD,Hostel,200,0,0,372,73.44
29/12/2025,12,Faculty Quarters,Residential,100,0,0,188,29.08
29/12/2025,12,CS Department,Academic,36,0,1,194.4,34.61
29/12/2025,12,Electrical Department,Academic,33,0,1,190.7,21.97
29/12/2025,12,Mechanical Department,Academic,39,0,1,203.1,24.95
29/12/2025,12,AI Center,Academic,24,0,1,188.6,27.79
29/12/2025,12,Central Library,Academic,45,0,1,205.5,32.51
29/12/2025,12,Admin Block,Academic,21,0,1,162.9,24.94
29/12/2025,12,Central Mess,Facility,100,0,0,524,102.85
29/12/2025,12,Central Labs,Facility,90,0,0,188,23.04
29/12/2025,12,Street Lighting,Facility,0,0,0,341,64.66
29/12/2025,12,Sports Complex,Facility,60,0,0,166,19.04
30/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,204,38.89
30/12/2025,12,Ravi Girls,Hostel,20,1,0,256,32.25
30/12/2025,12,Satluj,Hostel,35,0,0,182.5,23.55
30/12/2025,12,Chenab,Hostel,35,0,0,191.5,20.31
30/12/2025,12,beas,Hostel,30,0,0,164,18.82
30/12/2025,12,T6 PhD,Hostel,200,1,0,520,75.28
30/12/2025,12,Faculty Quarters,Residential,100,0,0,217,33.19
30/12/2025,12,CS Department,Academic,36,0,1,192.4,37.75
30/12/2025,12,Electrical Department,Academic,33,0,1,190.7,33.58
30/12/2025,12,Mechanical Department,Academic,39,0,1,187.1,27.29
30/12/2025,12,AI Center,Academic,24,0,1,166.6,24.08
30/12/2025,12,Central Library,Academic,45,0,1,212.5,24.16
30/12/2025,12,Admin Block,Academic,21,0,1,168.9,23.51
30/12/2025,12,Central Mess,Facility,100,0,0,490,58.65
30/12/2025,12,Central Labs,Facility,90,0,0,197,29.99
30/12/2025,12,Street Lighting,Facility,0,0,0,336,48.28
30/12/2025,12,Sports Complex,Facility,60,0,0,185,30.01
31/12/2025,12,Brahmaputra Girls,Hostel,50,0,0,168,30.73
31/12/2025,12,Ravi Girls,Hostel,20,0,0,159,27
31/12/2025,12,Satluj,Hostel,35,0,0,160.5,31.74
31/12/2025,12,Chenab,Hostel,35,0,0,157.5,29.2
31/12/2025,12,beas,Hostel,30,0,0,174,21.7
31/12/2025,12,T6 PhD,Hostel,200,0,0,398,70.9
31/12/2025,12,Faculty Quarters,Residential,100,0,0,201,37.29
31/12/2025,12,CS Department,Academic,36,0,1,208.4,21.03
31/12/2025,12,Electrical Department,Academic,33,0,1,196.7,24.17
31/12/2025,12,Mechanical Department,Academic,39,0,1,198.1,35.82
31/12/2025,12,AI Center,Academic,24,0,1,168.6,30.49
31/12/2025,12,Central Library,Academic,45,0,1,206.5,21.25
31/12/2025,12,Admin Block,Academic,21,0,1,170.9,17.1
31/12/2025,12,Central Mess,Facility,100,0,0,503,70.31
31/12/2025,12,Central Labs,Facility,90,0,0,172,17.97
31/12/2025,12,Street Lighting,Facility,0,0,0,348,56.91
31/12/2025,12,Sports Complex,Facility,60,0,0,177,33.96
01/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,776,98.98
01/01/2026,1,Ravi Girls,Hostel,200,0,0,404,50.54
01/01/2026,1,Satluj,Hostel,350,0,0,581,82.25
01/01/2026,1,Chenab,Hostel,350,0,0,555,66.13
01/01/2026,1,beas,Hostel,300,0,0,512,77.11
01/01/2026,1,T6 PhD,Hostel,200,1,0,520,63.89
01/01/2026,1,Faculty Quarters,Residential,100,0,0,201,37.52
01/01/2026,1,CS Department,Academic,120,0,1,276,39.51
01/01/2026,1,Electrical Department,Academic,110,0,1,259,39.28
01/01/2026,1,Mechanical Department,Academic,130,0,1,275,31.45
01/01/2026,1,AI Center,Academic,80,0,1,218,40.24
01/01/2026,1,Central Library,Academic,150,0,1,288,51.27
01/01/2026,1,Admin Block,Academic,70,0,1,217,33.52
01/01/2026,1,Central Mess,Facility,400,0,0,607,72
01/01/2026,1,Central Labs,Facility,90,0,0,210,21.69
01/01/2026,1,Street Lighting,Facility,0,0,0,326,34.85
01/01/2026,1,Sports Complex,Facility,60,0,0,184,26.86
02/01/2026,1,Brahmaputra Girls,Hostel,500,1,0,896,164.49
02/01/2026,1,Ravi Girls,Hostel,200,1,0,513,91
02/01/2026,1,Satluj,Hostel,350,1,0,678,78.08
02/01/2026,1,Chenab,Hostel,350,0,0,577,60.32
02/01/2026,1,beas,Hostel,300,1,0,654,67.86
02/01/2026,1,T6 PhD,Hostel,200,1,0,520,52
02/01/2026,1,Faculty Quarters,Residential,100,0,0,185,19.51
02/01/2026,1,CS Department,Academic,120,0,1,254,30.57
02/01/2026,1,Electrical Department,Academic,110,0,1,258,31.74
02/01/2026,1,Mechanical Department,Academic,130,0,1,260,51.14
02/01/2026,1,AI Center,Academic,80,0,1,247,43.02
02/01/2026,1,Central Library,Academic,150,0,1,297,47.81
02/01/2026,1,Admin Block,Academic,70,0,1,239,40.93
02/01/2026,1,Central Mess,Facility,400,0,0,677,76.19
02/01/2026,1,Central Labs,Facility,90,0,0,207,41.09
02/01/2026,1,Street Lighting,Facility,0,0,0,320,49.36
02/01/2026,1,Sports Complex,Facility,60,0,0,163,17.58
03/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,759,77.47
03/01/2026,1,Ravi Girls,Hostel,200,1,0,488,61.92
03/01/2026,1,Satluj,Hostel,350,0,0,576,72.88
03/01/2026,1,Chenab,Hostel,350,0,0,601,103.04
03/01/2026,1,beas,Hostel,300,0,0,527,93.84
03/01/2026,1,T6 PhD,Hostel,200,0,0,395,77.91
03/01/2026,1,Faculty Quarters,Residential,100,0,0,181,30.72
03/01/2026,1,CS Department,Academic,120,0,1,253,48.6
03/01/2026,1,Electrical Department,Academic,110,0,1,277,51.26
03/01/2026,1,Mechanical Department,Academic,130,0,1,290,52.41
03/01/2026,1,AI Center,Academic,80,0,1,224,27.18
03/01/2026,1,Central Library,Academic,150,0,1,277,30.99
03/01/2026,1,Admin Block,Academic,70,0,1,203,26.63
03/01/2026,1,Central Mess,Facility,400,0,0,631,87.53
03/01/2026,1,Central Labs,Facility,90,0,0,190,33.86
03/01/2026,1,Street Lighting,Facility,0,0,0,313,53.33
03/01/2026,1,Sports Complex,Facility,60,0,0,151,23.54
04/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,755,116.76
04/01/2026,1,Ravi Girls,Hostel,200,0,0,378,54.04
04/01/2026,1,Satluj,Hostel,350,1,0,690,128.52
04/01/2026,1,Chenab,Hostel,350,1,0,709,138.43
04/01/2026,1,beas,Hostel,300,1,0,652,121.62
04/01/2026,1,T6 PhD,Hostel,200,1,0,483,78.49
04/01/2026,1,Faculty Quarters,Residential,100,0,0,201,33.62
04/01/2026,1,CS Department,Academic,120,0,1,254,33.35
04/01/2026,1,Electrical Department,Academic,110,0,1,254,50.34
04/01/2026,1,Mechanical Department,Academic,130,0,1,272,31.63
04/01/2026,1,AI Center,Academic,80,0,1,223,28.71
04/01/2026,1,Central Library,Academic,150,0,1,301,42.49
04/01/2026,1,Admin Block,Academic,70,0,1,207,35.87
04/01/2026,1,Central Mess,Facility,400,0,0,658,89.22
04/01/2026,1,Central Labs,Facility,90,0,0,190,31.87
04/01/2026,1,Street Lighting,Facility,0,0,0,329,45.2
04/01/2026,1,Sports Complex,Facility,60,0,0,160,28.56
05/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,772,92.56
05/01/2026,1,Ravi Girls,Hostel,200,1,0,508,55.95
05/01/2026,1,Satluj,Hostel,350,1,0,692,134.34
05/01/2026,1,Chenab,Hostel,350,0,0,562,59.99
05/01/2026,1,beas,Hostel,300,0,0,506,55.82
05/01/2026,1,T6 PhD,Hostel,200,0,0,387,54.32
05/01/2026,1,Faculty Quarters,Residential,100,0,0,205,32.43
05/01/2026,1,CS Department,Academic,120,0,1,259,27.82
05/01/2026,1,Electrical Department,Academic,110,0,1,272,40.34
05/01/2026,1,Mechanical Department,Academic,130,0,1,280,46.39
05/01/2026,1,AI Center,Academic,80,0,1,250,29.3
05/01/2026,1,Central Library,Academic,150,0,1,294,38.14
05/01/2026,1,Admin Block,Academic,70,0,1,221,35.88
05/01/2026,1,Central Mess,Facility,400,0,0,629,103.26
05/01/2026,1,Central Labs,Facility,90,0,0,177,22.14
05/01/2026,1,Street Lighting,Facility,0,0,0,332,55.51
05/01/2026,1,Sports Complex,Facility,60,0,0,183,22.87
06/01/2026,1,Brahmaputra Girls,Hostel,500,1,0,873,169.95
06/01/2026,1,Ravi Girls,Hostel,200,1,0,489,78.84
06/01/2026,1,Satluj,Hostel,350,1,0,722,72.68
06/01/2026,1,Chenab,Hostel,350,0,0,590,100.37
06/01/2026,1,beas,Hostel,300,0,0,517,84.14
06/01/2026,1,T6 PhD,Hostel,200,1,0,486,60.9
06/01/2026,1,Faculty Quarters,Residential,100,0,0,180,21.97
06/01/2026,1,CS Department,Academic,120,0,1,279,46.66
06/01/2026,1,Electrical Department,Academic,110,0,1,255,38.2
06/01/2026,1,Mechanical Department,Academic,130,0,1,291,55
06/01/2026,1,AI Center,Academic,80,0,1,236,33.84
06/01/2026,1,Central Library,Academic,150,0,1,303,45.84
06/01/2026,1,Admin Block,Academic,70,0,1,221,35.13
06/01/2026,1,Central Mess,Facility,400,0,0,640,79.49
06/01/2026,1,Central Labs,Facility,90,0,0,211,34.9
06/01/2026,1,Street Lighting,Facility,0,0,0,346,60.16
06/01/2026,1,Sports Complex,Facility,60,0,0,180,21.86
07/01/2026,1,Brahmaputra Girls,Hostel,500,1,0,917,175.25
07/01/2026,1,Ravi Girls,Hostel,200,1,0,529,91.66
07/01/2026,1,Satluj,Hostel,350,0,0,565,90.11
07/01/2026,1,Chenab,Hostel,350,1,0,684,128.93
07/01/2026,1,beas,Hostel,300,1,0,645,124.66
07/01/2026,1,T6 PhD,Hostel,200,0,0,405,56.6
07/01/2026,1,Faculty Quarters,Residential,100,0,0,206,31.34
07/01/2026,1,CS Department,Academic,120,0,1,264,50.71
07/01/2026,1,Electrical Department,Academic,110,0,1,263,35.07
07/01/2026,1,Mechanical Department,Academic,130,0,1,289,54.78
07/01/2026,1,AI Center,Academic,80,0,1,232,32.74
07/01/2026,1,Central Library,Academic,150,0,1,312,44.54
07/01/2026,1,Admin Block,Academic,70,0,1,239,42.64
07/01/2026,1,Central Mess,Facility,400,0,0,662,85.56
07/01/2026,1,Central Labs,Facility,90,0,0,184,23.94
07/01/2026,1,Street Lighting,Facility,0,0,0,342,51
07/01/2026,1,Sports Complex,Facility,60,0,0,162,20.75
08/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,787,130.26
08/01/2026,1,Ravi Girls,Hostel,200,1,0,517,57.48
08/01/2026,1,Satluj,Hostel,350,0,0,603,71.49
08/01/2026,1,Chenab,Hostel,350,0,0,561,96.52
08/01/2026,1,beas,Hostel,300,0,0,508,56.41
08/01/2026,1,T6 PhD,Hostel,200,1,0,483,92.96
08/01/2026,1,Faculty Quarters,Residential,100,0,0,202,25.35
08/01/2026,1,CS Department,Academic,120,0,1,271,48.49
08/01/2026,1,Electrical Department,Academic,110,0,1,270,48.85
08/01/2026,1,Mechanical Department,Academic,130,0,1,295,36.34
08/01/2026,1,AI Center,Academic,80,0,1,220,23.71
08/01/2026,1,Central Library,Academic,150,0,1,313,37.37
08/01/2026,1,Admin Block,Academic,70,0,1,225,41.35
08/01/2026,1,Central Mess,Facility,400,0,0,666,94.21
08/01/2026,1,Central Labs,Facility,90,0,0,180,20.89
08/01/2026,1,Street Lighting,Facility,0,0,0,312,53.72
08/01/2026,1,Sports Complex,Facility,60,0,0,170,24.3
09/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,770,132.34
09/01/2026,1,Ravi Girls,Hostel,200,0,0,377,48.89
09/01/2026,1,Satluj,Hostel,350,0,0,584,59.52
09/01/2026,1,Chenab,Hostel,350,1,0,716,134.73
09/01/2026,1,beas,Hostel,300,1,0,656,72.51
09/01/2026,1,T6 PhD,Hostel,200,1,0,488,59.14
09/01/2026,1,Faculty Quarters,Residential,100,0,0,218,23.06
09/01/2026,1,CS Department,Academic,120,0,1,266,35.53
09/01/2026,1,Electrical Department,Academic,110,0,1,262,42.35
09/01/2026,1,Mechanical Department,Academic,130,0,1,289,41.3
09/01/2026,1,AI Center,Academic,80,0,1,221,31.2
09/01/2026,1,Central Library,Academic,150,0,1,303,45.45
09/01/2026,1,Admin Block,Academic,70,0,1,203,33.12
09/01/2026,1,Central Mess,Facility,400,0,0,676,114.69
09/01/2026,1,Central Labs,Facility,90,0,0,200,28.78
09/01/2026,1,Street Lighting,Facility,0,0,0,316,38.12
09/01/2026,1,Sports Complex,Facility,60,0,0,150,18.06
10/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,750,76.36
10/01/2026,1,Ravi Girls,Hostel,200,0,0,384,64.25
10/01/2026,1,Satluj,Hostel,350,1,0,703,114.48
10/01/2026,1,Chenab,Hostel,350,0,0,570,57.57
10/01/2026,1,beas,Hostel,300,0,0,490,71.79
10/01/2026,1,T6 PhD,Hostel,200,0,0,400,59.4
10/01/2026,1,Faculty Quarters,Residential,100,0,0,186,26.99
10/01/2026,1,CS Department,Academic,120,0,1,249,34.97
10/01/2026,1,Electrical Department,Academic,110,0,1,249,26.78
10/01/2026,1,Mechanical Department,Academic,130,0,1,296,30.06
10/01/2026,1,AI Center,Academic,80,0,1,213,22.73
10/01/2026,1,Central Library,Academic,150,0,1,286,33.8
10/01/2026,1,Admin Block,Academic,70,0,1,217,23.14
10/01/2026,1,Central Mess,Facility,400,0,0,644,93.41
10/01/2026,1,Central Labs,Facility,90,0,0,186,22.91
10/01/2026,1,Street Lighting,Facility,0,0,0,341,45.05
10/01/2026,1,Sports Complex,Facility,60,0,0,161,22.1
11/01/2026,1,Brahmaputra Girls,Hostel,500,1,0,873,127.83
11/01/2026,1,Ravi Girls,Hostel,200,0,0,390,66.64
11/01/2026,1,Satluj,Hostel,350,1,0,717,131.31
11/01/2026,1,Chenab,Hostel,350,0,0,563,56.6
11/01/2026,1,beas,Hostel,300,0,0,504,52.85
11/01/2026,1,T6 PhD,Hostel,200,0,0,368,58.28
11/01/2026,1,Faculty Quarters,Residential,100,0,0,218,36.57
11/01/2026,1,CS Department,Academic,120,0,1,282,47.13
11/01/2026,1,Electrical Department,Academic,110,0,1,267,37.02
11/01/2026,1,Mechanical Department,Academic,130,0,1,284,39.5
11/01/2026,1,AI Center,Academic,80,0,1,227,39.92
11/01/2026,1,Central Library,Academic,150,0,1,300,56.67
11/01/2026,1,Admin Block,Academic,70,0,1,224,39.39
11/01/2026,1,Central Mess,Facility,400,0,0,660,113.28
11/01/2026,1,Central Labs,Facility,90,0,0,179,28.43
11/01/2026,1,Street Lighting,Facility,0,0,0,344,41.79
11/01/2026,1,Sports Complex,Facility,60,0,0,159,27.42
12/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,765,82.39
12/01/2026,1,Ravi Girls,Hostel,200,0,0,371,53.57
12/01/2026,1,Satluj,Hostel,350,0,0,586,83.86
12/01/2026,1,Chenab,Hostel,350,0,0,601,98.37
12/01/2026,1,beas,Hostel,300,0,0,490,74.91
12/01/2026,1,T6 PhD,Hostel,200,0,0,380,64.4
12/01/2026,1,Faculty Quarters,Residential,100,0,0,215,39.21
12/01/2026,1,CS Department,Academic,120,0,1,262,47.73
12/01/2026,1,Electrical Department,Academic,110,0,1,244,43.6
12/01/2026,1,Mechanical Department,Academic,130,0,1,276,37.77
12/01/2026,1,AI Center,Academic,80,0,1,212,31.04
12/01/2026,1,Central Library,Academic,150,0,1,295,55.71
12/01/2026,1,Admin Block,Academic,70,0,1,208,29.72
12/01/2026,1,Central Mess,Facility,400,0,0,628,90.21
12/01/2026,1,Central Labs,Facility,90,0,0,189,34.87
12/01/2026,1,Street Lighting,Facility,0,0,0,337,36.9
12/01/2026,1,Sports Complex,Facility,60,0,0,178,32.06
13/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,752,150.22
13/01/2026,1,Ravi Girls,Hostel,200,1,0,494,64.42
13/01/2026,1,Satluj,Hostel,350,1,0,709,72.49
13/01/2026,1,Chenab,Hostel,350,1,0,685,69.44
13/01/2026,1,beas,Hostel,300,1,0,644,65.41
13/01/2026,1,T6 PhD,Hostel,200,1,0,503,81.67
13/01/2026,1,Faculty Quarters,Residential,100,0,0,211,23.9
13/01/2026,1,CS Department,Academic,120,0,1,282,54.66
13/01/2026,1,Electrical Department,Academic,110,0,1,248,34.49
13/01/2026,1,Mechanical Department,Academic,130,0,1,285,50.07
13/01/2026,1,AI Center,Academic,80,0,1,221,25.16
13/01/2026,1,Central Library,Academic,150,0,1,293,54.74
13/01/2026,1,Admin Block,Academic,70,0,1,236,31.67
13/01/2026,1,Central Mess,Facility,400,0,0,658,96.68
13/01/2026,1,Central Labs,Facility,90,0,0,175,32.57
13/01/2026,1,Street Lighting,Facility,0,0,0,337,53.69
13/01/2026,1,Sports Complex,Facility,60,0,0,158,28.96
14/01/2026,1,Brahmaputra Girls,Hostel,500,1,0,887,98.46
14/01/2026,1,Ravi Girls,Hostel,200,0,0,403,60.46
14/01/2026,1,Satluj,Hostel,350,0,0,579,95.46
14/01/2026,1,Chenab,Hostel,350,1,0,693,121.12
14/01/2026,1,beas,Hostel,300,0,0,490,57.79
14/01/2026,1,T6 PhD,Hostel,200,0,0,381,60.19
14/01/2026,1,Faculty Quarters,Residential,100,0,0,193,20.47
14/01/2026,1,CS Department,Academic,120,0,1,280,45.07
14/01/2026,1,Electrical Department,Academic,110,0,1,250,36.37
14/01/2026,1,Mechanical Department,Academic,130,0,1,294,45.16
14/01/2026,1,AI Center,Academic,80,0,1,241,45.35
14/01/2026,1,Central Library,Academic,150,0,1,312,51.25
14/01/2026,1,Admin Block,Academic,70,0,1,213,33.93
14/01/2026,1,Central Mess,Facility,400,0,0,621,105.73
14/01/2026,1,Central Labs,Facility,90,0,0,197,21.37
14/01/2026,1,Street Lighting,Facility,0,0,0,315,53.26
14/01/2026,1,Sports Complex,Facility,60,0,0,163,30.37
15/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,797,109.62
15/01/2026,1,Ravi Girls,Hostel,200,0,0,368,73.5
15/01/2026,1,Satluj,Hostel,350,1,0,716,121.09
15/01/2026,1,Chenab,Hostel,350,0,0,562,109.07
15/01/2026,1,beas,Hostel,300,0,0,535,71.44
15/01/2026,1,T6 PhD,Hostel,200,1,0,491,89.21
15/01/2026,1,Faculty Quarters,Residential,100,0,0,209,27.3
15/01/2026,1,CS Department,Academic,120,0,1,281,30.1
15/01/2026,1,Electrical Department,Academic,110,0,1,272,40.12
15/01/2026,1,Mechanical Department,Academic,130,0,1,280,30.83
15/01/2026,1,AI Center,Academic,80,0,1,248,37.94
15/01/2026,1,Central Library,Academic,150,0,1,314,34.99
15/01/2026,1,Admin Block,Academic,70,0,1,225,40.46
15/01/2026,1,Central Mess,Facility,400,0,0,607,74.04
15/01/2026,1,Central Labs,Facility,90,0,0,181,22.74
15/01/2026,1,Street Lighting,Facility,0,0,0,312,33.15
15/01/2026,1,Sports Complex,Facility,60,0,0,169,32.08
16/01/2026,1,Brahmaputra Girls,Hostel,500,0,0,787,146.75
16/01/2026,1,Ravi Girls,Hostel,200,1,0,502,55.15
16/01/2026,1,Satluj,Hostel,350,0,0,565,88.33
16/01/2026,1,Chenab,Hostel,350,0,0,559,82.65
16/01/2026,1,beas,Hostel,300,0,0,535,70.18
